x, y, 2.1G(10), 2.1G(11), 2.1G(12), 2.1G(4), 2.1G(7), 2.1G(8), 3.5G(10), 3.5G(11), 3.5G(12), 3.5G(4), 3.5G(7), 3.5G(8)
1,53,-126.23,-126.23,-126.23,-96.88,-126.23,-126.23,-126.23,-126.23,-126.23,-97.43,-126.23,-126.23
1,54,-126.23,-126.23,-126.23,-96.6,-126.23,-126.23,-126.23,-126.23,-126.23,-97.17,-126.23,-126.23
1,55,-126.23,-126.23,-126.23,-96.3,-126.23,-126.23,-126.23,-126.23,-126.23,-96.9,-126.23,-126.23
1,56,-126.23,-126.23,-126.23,-95.98,-126.23,-126.23,-126.23,-126.23,-126.23,-96.62,-126.23,-126.23
1,57,-126.23,-126.23,-126.23,-95.65,-126.23,-126.23,-126.23,-126.23,-126.23,-96.31,-126.23,-126.23
1,58,-126.23,-126.23,-126.23,-95.31,-126.23,-126.23,-126.23,-126.23,-126.23,-96.31,-126.23,-126.23
1,59,-126.23,-126.23,-126.23,-94.96,-126.23,-126.23,-126.23,-126.23,-126.23,-97.4,-126.23,-126.23
1,60,-126.23,-126.23,-126.23,-94.56,-126.23,-126.23,-126.23,-126.23,-126.23,-101.87,-126.23,-126.23
1,61,-126.23,-126.23,-126.23,-94.45,-126.23,-126.23,-126.23,-126.23,-126.23,-102.95,-126.23,-126.23
1,62,-126.23,-126.23,-126.23,-95.42,-126.23,-126.23,-126.23,-126.23,-126.23,-102.92,-126.23,-126.23
1,63,-126.23,-126.23,-126.23,-99.81,-126.23,-126.23,-126.23,-126.23,-126.23,-102.54,-126.23,-126.23
1,64,-126.23,-126.23,-126.23,-100.74,-126.23,-126.23,-126.23,-126.23,-126.23,-102.13,-126.23,-126.23
1,65,-126.23,-126.23,-126.23,-100.51,-126.23,-126.23,-126.23,-126.23,-126.23,-101.67,-126.23,-126.23
1,66,-126.23,-126.23,-126.23,-99.89,-126.23,-126.23,-126.23,-126.23,-126.23,-101.16,-126.23,-126.23
1,67,-126.23,-126.23,-126.23,-99.22,-126.23,-126.23,-126.23,-126.23,-126.23,-100.58,-126.23,-126.23
1,68,-126.23,-126.23,-126.23,-98.46,-126.23,-126.23,-126.23,-126.23,-126.23,-99.94,-126.23,-126.23
1,69,-126.23,-126.23,-126.23,-97.63,-126.23,-126.23,-126.23,-126.23,-126.23,-99.22,-126.23,-126.23
1,70,-126.23,-126.23,-126.23,-96.76,-126.23,-126.23,-126.23,-126.23,-126.23,-98.42,-126.23,-126.23
1,71,-126.23,-126.23,-126.23,-95.55,-126.23,-126.23,-126.23,-126.23,-126.23,-97.55,-126.23,-126.23
1,72,-126.23,-126.23,-126.23,-93.34,-126.23,-126.23,-126.23,-126.23,-126.23,-96.32,-126.23,-126.23
1,73,-126.23,-126.23,-126.23,-87.88,-126.23,-126.23,-126.23,-126.23,-126.23,-94.02,-126.23,-126.23
1,74,-126.23,-126.23,-126.23,-86.17,-126.23,-126.23,-126.23,-126.23,-126.23,-88.43,-126.23,-126.23
1,75,-126.23,-126.23,-126.23,-85.69,-126.23,-126.23,-126.23,-126.23,-126.23,-86.66,-126.23,-126.23
1,76,-126.23,-126.23,-126.23,-85.56,-126.23,-126.23,-126.23,-126.23,-126.23,-86.13,-126.23,-126.23
1,77,-126.23,-126.23,-126.23,-85.44,-126.23,-126.23,-126.23,-126.23,-126.23,-85.96,-126.23,-126.23
1,78,-126.23,-126.23,-126.23,-85.34,-126.23,-126.23,-126.23,-126.23,-126.23,-85.8,-126.23,-126.23
1,79,-126.23,-126.23,-126.23,-85.26,-126.23,-126.23,-126.23,-126.23,-126.23,-85.66,-126.23,-126.23
1,80,-126.23,-126.23,-126.23,-85.2,-126.23,-126.23,-126.23,-126.23,-126.23,-85.52,-126.23,-126.23
1,81,-126.23,-126.23,-126.23,-85.17,-126.23,-126.23,-126.23,-126.23,-126.23,-85.41,-126.23,-126.23
1,82,-126.23,-126.23,-126.23,-85.16,-126.23,-124.37,-126.23,-126.23,-126.23,-85.31,-126.23,-126.23
1,83,-126.23,-126.23,-126.23,-85.18,-126.23,-126.23,-126.23,-126.23,-126.23,-85.23,-126.23,-126.23
1,84,-126.23,-126.23,-126.23,-85.22,-126.23,-126.23,-126.23,-126.23,-126.23,-85.18,-126.23,-126.23
1,85,-126.23,-126.23,-126.23,-85.63,-126.23,-126.23,-126.23,-126.23,-126.23,-85.16,-126.23,-126.23
1,86,-126.23,-126.23,-126.23,-87.25,-126.23,-126.23,-126.23,-126.23,-126.23,-85.41,-126.23,-126.23
1,87,-126.23,-126.23,-126.23,-92.59,-126.23,-126.23,-126.23,-126.23,-126.23,-86.48,-126.23,-126.23
1,88,-126.23,-126.23,-126.23,-94.69,-126.23,-126.23,-126.23,-126.23,-126.23,-90.03,-126.23,-126.23
1,155,-126.23,-126.23,-126.23,-108.25,-126.23,-126.23,-126.23,-126.23,-126.23,-108.67,-126.23,-126.23
2,35,-126.23,-126.23,-126.23,-100.96,-126.23,-126.23,-126.23,-126.23,-126.23,-101.04,-126.23,-126.23
2,36,-126.23,-126.23,-126.23,-100.99,-126.23,-126.23,-126.23,-126.23,-126.23,-101.15,-126.23,-126.23
2,38,-126.23,-126.23,-126.23,-100.72,-126.23,-126.23,-126.23,-126.23,-126.23,-101.04,-126.23,-126.23
2,39,-126.23,-126.23,-126.23,-100.53,-125.73,-126.23,-126.23,-126.23,-126.23,-100.89,-126.23,-126.23
2,40,-126.23,-126.23,-126.23,-100.24,-125.2,-126.23,-126.23,-126.23,-126.23,-100.73,-126.23,-126.23
2,41,-126.23,-126.23,-126.23,-99.83,-126.23,-126.23,-126.23,-126.23,-126.23,-100.57,-126.23,-126.23
2,42,-126.23,-126.23,-126.23,-99.49,-126.23,-126.23,-126.23,-126.23,-126.23,-100.4,-126.23,-126.23
2,43,-126.23,-126.23,-126.23,-99.26,-126.23,-126.23,-126.23,-126.23,-126.23,-100.19,-126.23,-126.23
2,45,-126.23,-126.23,-126.23,-98.88,-126.23,-126.23,-126.23,-126.23,-126.23,-99.45,-126.23,-126.23
2,46,-126.23,-126.23,-126.23,-98.68,-126.23,-126.23,-126.23,-126.23,-126.23,-99.12,-126.23,-126.23
2,47,-126.23,-126.23,-126.23,-98.47,-126.23,-126.23,-126.23,-126.23,-126.23,-98.9,-126.23,-126.23
2,48,-126.23,-126.23,-126.23,-98.25,-126.23,-126.23,-126.23,-126.23,-126.23,-98.7,-126.23,-126.23
2,49,-126.23,-126.23,-126.23,-98.03,-126.23,-126.23,-126.23,-126.23,-126.23,-98.49,-126.23,-126.23
2,50,-126.23,-126.23,-126.23,-97.8,-126.23,-126.23,-126.23,-126.23,-126.23,-98.28,-126.23,-126.23
2,53,-126.23,-126.23,-126.23,-97.04,-126.23,-126.23,-126.23,-126.23,-126.23,-97.58,-126.23,-126.23
2,54,-126.23,-126.23,-126.23,-96.76,-126.23,-126.23,-126.23,-126.23,-126.23,-97.33,-126.23,-126.23
2,55,-126.23,-126.23,-126.23,-96.47,-126.23,-126.23,-126.23,-126.23,-126.23,-97.07,-126.23,-126.23
2,56,-126.23,-126.23,-126.23,-96.16,-126.23,-126.23,-126.23,-126.23,-126.23,-96.79,-126.23,-126.23
2,57,-126.23,-126.23,-126.23,-95.84,-126.23,-126.23,-126.23,-126.23,-126.23,-96.5,-126.23,-126.23
2,58,-126.23,-126.23,-126.23,-95.5,-126.23,-126.23,-126.23,-126.23,-126.23,-96.62,-126.23,-126.23
2,59,-126.23,-126.23,-126.23,-95.15,-126.23,-126.23,-126.23,-126.23,-126.23,-98.21,-126.23,-126.23
2,60,-126.23,-126.23,-126.23,-94.77,-126.23,-126.23,-126.23,-126.23,-126.23,-101.49,-126.23,-126.23
2,61,-126.23,-126.23,-126.23,-94.78,-126.23,-126.23,-126.23,-126.23,-126.23,-103.08,-126.23,-126.23
2,62,-126.23,-126.23,-126.23,-96.27,-126.23,-126.23,-126.23,-126.23,-126.23,-103.17,-126.23,-126.23
2,63,-126.23,-126.23,-126.23,-99.45,-126.23,-126.23,-126.23,-126.23,-126.23,-102.8,-126.23,-126.23
2,64,-126.23,-126.23,-126.23,-100.89,-126.23,-126.23,-126.23,-126.23,-126.23,-102.4,-126.23,-126.23
2,65,-126.23,-126.23,-126.23,-100.78,-126.23,-126.23,-126.23,-126.23,-126.23,-101.96,-126.23,-126.23
2,66,-126.23,-126.23,-126.23,-100.17,-126.23,-126.23,-126.23,-126.23,-126.23,-101.46,-126.23,-126.23
2,68,-126.23,-126.23,-126.23,-98.74,-126.23,-126.23,-126.23,-126.23,-126.23,-100.26,-126.23,-126.23
2,69,-126.23,-126.23,-126.23,-97.9,-126.23,-126.23,-126.23,-126.23,-126.23,-99.54,-126.23,-126.23
2,70,-126.23,-126.23,-126.23,-96.99,-126.23,-126.23,-126.23,-126.23,-126.23,-98.73,-126.23,-126.23
2,71,-126.23,-126.23,-126.23,-95.63,-126.23,-126.23,-126.23,-126.23,-126.23,-97.84,-126.23,-126.23
2,72,-126.23,-126.23,-126.23,-92.83,-126.23,-126.23,-126.23,-126.23,-126.23,-96.48,-126.23,-126.23
2,73,-126.23,-126.23,-126.23,-88.51,-126.23,-126.23,-126.23,-126.23,-126.23,-93.68,-126.23,-126.23
2,74,-126.23,-126.23,-126.23,-86.22,-126.23,-126.23,-126.23,-126.23,-126.23,-89.3,-126.23,-126.23
2,75,-126.23,-126.23,-126.23,-85.6,-126.23,-126.23,-126.23,-126.23,-126.23,-86.85,-126.23,-126.23
2,76,-126.23,-126.23,-126.23,-85.47,-126.23,-126.23,-126.23,-126.23,-126.23,-86.09,-126.23,-126.23
2,77,-126.23,-126.23,-126.23,-85.35,-126.23,-126.23,-126.23,-126.23,-126.23,-85.89,-126.23,-126.23
2,78,-126.23,-126.23,-126.23,-85.25,-126.23,-126.23,-126.23,-126.23,-126.23,-85.73,-126.23,-126.23
2,79,-126.23,-126.23,-126.23,-85.17,-126.23,-126.23,-126.23,-126.23,-126.23,-85.57,-126.23,-126.23
2,81,-126.23,-126.23,-126.23,-85.07,-126.23,-126.23,-126.23,-126.23,-126.23,-85.32,-126.23,-126.23
2,82,-126.23,-126.23,-126.23,-85.07,-126.23,-125.71,-126.23,-126.23,-126.23,-85.22,-126.23,-126.23
2,83,-126.23,-126.23,-126.23,-85.08,-126.23,-126.23,-126.23,-126.23,-126.23,-85.14,-126.23,-126.23
2,84,-126.23,-126.23,-126.23,-85.13,-126.23,-126.23,-126.23,-126.23,-126.23,-85.09,-126.23,-126.23
2,88,-126.23,-126.23,-126.23,-94.69,-126.23,-126.23,-126.23,-126.23,-126.23,-89.49,-126.23,-126.23
2,90,-126.23,-126.23,-126.23,-95.69,-126.23,-126.23,-126.23,-126.23,-126.23,-91.83,-126.23,-126.23
2,91,-126.23,-126.23,-126.23,-94.56,-126.23,-126.23,-126.23,-126.23,-126.23,-92.81,-126.23,-126.23
2,92,-126.23,-126.23,-126.23,-94.35,-126.23,-126.23,-126.23,-126.23,-126.23,-93.83,-126.23,-126.23
2,93,-126.23,-126.23,-126.23,-94.93,-126.23,-126.23,-126.23,-126.23,-126.23,-94.76,-126.23,-126.23
2,94,-126.23,-126.23,-126.23,-95.68,-126.23,-126.23,-126.23,-126.23,-126.23,-95.6,-126.23,-126.23
2,95,-126.23,-126.23,-126.23,-96.35,-126.23,-126.23,-126.23,-126.23,-126.23,-96.37,-126.23,-126.23
2,97,-126.23,-126.23,-126.23,-97.51,-126.23,-126.23,-126.23,-126.23,-126.23,-97.65,-126.23,-126.23
2,98,-126.23,-126.23,-126.23,-98.03,-126.23,-126.23,-126.23,-126.23,-126.23,-98.22,-126.23,-126.23
2,99,-126.23,-126.23,-126.23,-98.5,-126.23,-126.23,-126.23,-126.23,-126.23,-98.74,-126.23,-126.23
2,100,-126.23,-126.23,-126.23,-98.95,-126.23,-126.23,-126.23,-126.23,-126.23,-99.22,-126.23,-126.23
2,101,-126.23,-126.23,-126.23,-99.37,-126.23,-126.23,-126.23,-126.23,-126.23,-99.68,-126.23,-126.23
2,102,-126.23,-126.23,-126.23,-99.75,-126.23,-126.23,-126.23,-126.23,-126.23,-100.1,-126.23,-126.23
2,105,-126.23,-126.23,-126.23,-100.73,-126.23,-126.23,-126.23,-126.23,-126.23,-101.16,-126.23,-126.23
2,106,-126.23,-126.23,-126.23,-101.02,-126.23,-126.23,-126.23,-126.23,-126.23,-101.47,-126.23,-126.23
2,107,-126.23,-126.23,-126.23,-101.3,-126.23,-126.23,-126.23,-126.23,-126.23,-101.76,-126.23,-126.23
2,108,-126.23,-126.23,-126.23,-101.56,-126.23,-126.23,-126.23,-126.23,-126.23,-102.04,-126.23,-126.23
2,109,-126.23,-126.23,-126.23,-101.79,-126.23,-126.23,-126.23,-126.23,-126.23,-102.3,-126.23,-126.23
2,110,-126.23,-126.23,-126.23,-102.01,-126.23,-126.23,-126.23,-126.23,-126.23,-102.55,-126.23,-126.23
2,111,-126.23,-126.23,-126.23,-102.22,-126.23,-126.23,-126.23,-126.23,-126.23,-102.78,-126.23,-126.23
2,112,-126.23,-126.23,-126.23,-102.44,-126.23,-126.23,-126.23,-126.23,-126.23,-103.01,-126.23,-126.23
2,113,-126.23,-126.23,-126.23,-102.65,-126.23,-126.23,-126.23,-126.23,-126.23,-103.23,-126.23,-126.23
2,114,-126.23,-126.23,-126.23,-102.85,-126.23,-126.23,-126.23,-126.23,-126.23,-103.44,-126.23,-126.23
2,115,-126.23,-126.23,-126.23,-103.04,-126.23,-126.23,-126.23,-126.23,-126.23,-103.64,-126.23,-126.23
2,116,-126.23,-126.23,-126.23,-103.23,-126.23,-126.23,-126.23,-126.23,-126.23,-103.83,-126.23,-126.23
2,117,-126.23,-126.23,-126.23,-103.42,-126.23,-126.23,-126.23,-126.23,-126.23,-104.02,-126.23,-126.23
2,118,-126.23,-126.23,-126.23,-103.59,-126.23,-126.23,-126.23,-126.23,-126.23,-104.2,-126.23,-126.23
2,120,-126.23,-126.23,-126.23,-103.93,-126.23,-126.23,-126.23,-126.23,-126.23,-104.55,-126.23,-126.23
2,121,-126.23,-126.23,-126.23,-104.09,-126.23,-126.23,-126.23,-126.23,-126.23,-104.71,-126.23,-126.23
2,122,-126.23,-126.23,-126.23,-104.25,-126.23,-126.23,-126.23,-126.23,-126.23,-104.88,-126.23,-126.23
2,123,-126.23,-126.23,-126.23,-104.41,-126.23,-126.23,-126.23,-126.23,-126.23,-105.03,-126.23,-126.23
2,124,-126.23,-126.23,-126.23,-104.56,-126.23,-126.23,-126.23,-126.23,-126.23,-105.19,-126.23,-126.23
2,125,-126.23,-126.23,-126.23,-104.71,-126.23,-126.23,-126.23,-126.23,-126.23,-105.34,-126.23,-126.23
2,126,-126.23,-126.23,-126.23,-104.85,-126.23,-126.23,-126.23,-126.23,-126.23,-105.48,-126.23,-126.23
2,127,-126.23,-126.23,-126.23,-104.99,-126.23,-126.23,-126.23,-126.23,-126.23,-105.62,-126.23,-126.23
2,128,-126.23,-126.23,-126.23,-105.13,-126.23,-126.23,-126.23,-126.23,-126.23,-105.76,-126.23,-126.23
2,129,-126.23,-126.23,-126.23,-105.27,-126.23,-126.23,-126.23,-126.23,-126.23,-105.9,-126.23,-126.23
2,130,-126.23,-126.23,-126.23,-105.4,-126.23,-126.23,-126.23,-126.23,-126.23,-106.04,-126.23,-126.23
2,131,-126.23,-126.23,-126.23,-105.53,-126.23,-126.23,-126.23,-126.23,-126.23,-106.17,-126.23,-126.23
2,133,-126.23,-126.23,-126.23,-105.78,-126.23,-126.23,-126.23,-126.23,-126.23,-106.43,-126.23,-126.23
2,134,-126.23,-126.23,-126.23,-105.91,-126.23,-126.23,-126.23,-126.23,-126.23,-106.55,-126.23,-126.23
2,135,-126.23,-126.23,-126.23,-106.03,-126.23,-126.23,-126.23,-126.23,-126.23,-106.67,-126.23,-126.23
2,136,-126.23,-126.23,-126.23,-106.15,-126.23,-126.23,-126.23,-126.23,-126.23,-106.79,-126.23,-126.23
2,140,-126.23,-126.23,-126.23,-106.61,-126.23,-126.23,-126.23,-126.23,-126.23,-107.25,-126.23,-126.23
